STAT_UNIT,UNIT_MEASURE,EDU_LEVEL,EDU_CAT,SEX,AGE,GRADE,SECTOR_EDU,EDU_ATTAIN,WEALTH_QUINTILE,LOCATION,EDU_TYPE,EDU_FIELD,SUBJECT,INFRASTR,SE_BKGRD,TEACH_EXPERIENCE,CONTRACT_TYPE,COUNTRY_ORIGIN,REGION_DEST,IMM_STATUS,REF_AREA,TIME_PERIOD,OBS_VALUE,UNIT_MULT,OBS_STATUS,FREQ,DECIMALS
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2006,1.08278,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2007,1.14820,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2011,1.08951,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2012,1.04561,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2013,1.06630,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2014,0.99570,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2015,0.92162,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AE,2016,1.01294,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2012,0.57667,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2013,0.57057,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2014,0.56953,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2015,0.58757,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2016,0.59738,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AF,2017,0.59872,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2007,1.23214,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2008,1.32424,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2009,1.26827,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2010,1.17326,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2011,1.05434,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2012,1.19824,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2014,1.01175,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2015,1.01653,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2017,1.13914,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AG,2018,1.02144,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2000,0.83958,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2001,0.82304,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2002,0.95732,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2003,0.88281,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2004,0.98223,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2005,1.00257,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2006,0.98113,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2007,1.02137,0,E,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2008,0.95918,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AI,2009,1.09916,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AL,2000,0.97404,0,A,A,5
GGR,GPI,L2,_T,_T,_T,GLAST,INST_T,_Z,_Z,_T,_T,_T,_Z,_Z,_Z,_Z,_Z,W00,W00,_Z,AL,2001,1.00695,0,A,A,5
